Zofia Cucker/Zucker
Fridrich Cuckerman/Zuckerman
Tobias Tenenbaum
Isaac Ter-Bloch
Ester Arbider
Margaret Arend
Gusta Blauner
Andej Blitz
Herbert Glaser
Jules Pierrot
Franciszka Pietrudzka
Albert Tadlewski
Natalia Teichtal
Natan Gewurzman
Salomon Gichner
Jacques Alcalai
Jacques Alcaral
Natan Aleksandrowicz
Rolf Algranate
Elka Alter
Lea Biegergal
Filips De Yong
Henry De Yong
Alfred Josef
Chaim Wolnerman
Pierre Worma
Erness Pick
Gusta Pilzer
Samuel Than
Marcel Tancer
Isydor Tannenbaum
Adela Tarkas
Salomon Tas
Andor Glatz
Fajga Altman
Josef Alwarez
Josef Wolf
Abraham Bessener
Rose Besserman
Henri Bevenisto
Albert Cemhii
Paul Cerf
Pierre Ceussot
Gilbert Perlier
Sara Petri
Flora Pfeffer
Gerd Pfefferkorn
Sabina Gertelberg
Moses Schneider
Ester Alalon
Laura Birberstein
Quy Charton
Louis Charton
Justus Philips
Pierro Piec
Maurice Berloff
Manfred Gerson
Edward Gerst
Macha Speter
Baran Spitz
Bernard Adler
Karol Adler
Mano Adler
Rosa Afman
Cregor Afrine
Josef Lieblich
Samuel Lieblich
Rennee Ayache
Eugenia Witementr
Heinz Witkowski
Emanuel Wittsztein
Herman Wiesel
Elisabeth Bernheim
Leon Bernheim
Ferdynant Bernhardt
Henri Bertapelle
Dawid Caballero
Dilvo Cagnolati
Rebecca De Calo
Fernard Carnau
Eugene Carnier
Andres Cats
Dawid Cawalero
Albert Peresne
Betty Spinza
Frida Spira
Sally Liemma
Henri Limousin
Gizela Gelb
Maurice Paranihoff
Andree Lewy
Andrew Lewy
Edmund Lowy
Gaston Lewy
Huguette Levy
Jakobs Lewy
Maryot Lewy
Paul Lewy
Rene Lewy
Reymond Lewy
Reimond Lewy
Ludwik Berkowitz
Marton Berkowitz
Ginete Burstine
Edward Van Galder
Johanna Van Gelderen
Eduard Gehler
Tauba Gelibte
Louis Patchaut
Otto Winter
Sonia De Winter
Adalbart Wirknert
Kitty Buschel
Gue Berkowicz
Lewy Berle
Alfred Ostrowski
Leo Lewin
Peter Lewinger
Fried Lewinson
Paul Lewit
Estera Schnur
Rosetti Schnichler
Rita Schorr
Pierre Wildensztajn
Renna Jaquelina
Nana Janders
Jozef Brylant
Jean Palatschi
Jozef Speiser
Sabina Berger
Stefania Berger
Tibor Berger
Escia Bergman
Frania Szafir
V Schaik
Beno F????
Regina Friedner
Leon Frisch
Genia Fuchs
Ida Scharf
Herman Scharfeld
Zygmunt Shoengut
Jacques Schenk
Stanislawa Szlak
Andrei Schlesinger
Irene Schlessinger
Kalman Schlesinger
Robert Schlesinger
Otto Schliesser
Dawis Schluch
Ernst Schmelzer
Jakub Solotnicki
Jean Leqoq
Erica Lemberger
Georg Freun
Jean Stawkowski
Aleksander Lenorowitz
Ignacy Lerner
Louse Leshof
Wiliam Letomen
Richard Lewcce
Friedrich Lewenbach
Anna Stazale
Marie Stoppelman
Lea Stuiwer
Wilhelm Friedler
Wilhelm Friedler
Erno Friedman
Samuel Swaab
 Swarte De Sientze
Henia Frydman
Lazar Friedman
Merkur Landau
Reymund Landy
Henri Lange
Herbert Forzenger
Samuel Vos
Robert Frachtenberg
Ernestine Freid
Leba Ickowicz
Wiktor Langer
Armil Langferder
Jacquec Last
Jeanne Israel
Sara Izaaks
Rafael Izrael
Robert Lavinge
Samuel Leber
Matrton Lebowitz
Gerard Sluizer
Lajos Smuk
Otto Frank
Robert Frank
Ignac Franke
Germine Sochef
Bella Kurmann
Izrael Kurt
Roland Flacsu
Julino Fleischman
Zofia Flaks
Berth Selcz
Jacques Senator
Sabina Senderman
Josef Sender
Jean Sertelet
Maks Holender
Auguste Holler
Mira Honel
Robert Honel
Dina Lahana
Harzog Lahmaker
Joseph Leibowicz
Rosa Leinter
Jozef Flech
Jacques Fliegelman
Samuel Hornung
Pierre Laclerc
Herschek Lamm
Rubin Lamm
Marianna Lampi
Hermina Feuereisen
Natan Hotler
Yette Silberstein
Jakub Silfen
Hermine Sinko
Louis Simons
Heinrich Singer
Jean Hirsinger
Anne Firminashi
Bertold Fuerth
Anna Salamanczyk
Marius Salwadoli
Georg Hirsz
Hugo Hirsz
Leo Hirsz
Bertold Hirszfeld
Jetka Hirszfeld
Lel Kulesza
Otto Fiseger
Georg Fischer
Demostenes Samson
Michael Sarfatti
Sadix Hochsztajn
Josef Fischer
Maks Fischer
Maria Fischman
Charles Sechaun
Adel Felsenberg
John Krausch
Dora Kreppel
Lea Kreppel
Maxim Oncrat
Jeaques Oppenheimer
Paul Herszberg
Rosa Finder
Simone Rzepka
Renta Orbach
Lidja Herszko
Emil Seiger
Motek Seinferber
Paul Sajs
Margit Heszke
Alberta Hibrand
Adolf Wess
Jacok West
Agnes Hecht
Edmund Hoeden
Elisabeth Haeger
Michael Hecht
Albina Hejm
Jontof Heller
Paul Heller
Peter Heller
Siegfried Heller
Ignac Helfer
Jakub Rudowski
Ede Kreiner
Izabella Kreiner
Jackues Nyberg
Marcel Odille
Moritz Helman
Henriette Feldman
George Rouff
Jacques Ruff
Sara Ruiper
Jamin Oliel
Karol Hercman
Martin Hercz
Emil Wachter
Lion Wegenaer
Heutel Weltman
Hugo Falkenstein
Louis Faner
Oscar Fantel
Andre Fandrey
Fabiasz Rubin
Hanna Rubin
Michael Rubin
Fanny Handstock
Magda Hans
Peter Hansenberg
Mitze Harpmann
Max Niederman
Stella Niego
Paul Kosinger
Wictor Koster
Margit Kotas
Albert Wenger
Rudolf Federer
Simone Hass
Hans Noach
Rosecke Noach
Salomon Natalon
Frida Natan
Marie Nathan
Rarent Konyn
Jan Kopel
Maks Feigl
Ivone Heimann
Anree Heincman
Abraham Hacker
Tadeusz Neuberger
Fela Kopman
Jozef Koopman
Lajos Korach
Ester Rosentreter
Josef Rozenwasser
Leon Rosenwasser
Rozalia Rosner
Ewa Neuman
Gbryel Neuman
Karl Neuman
Richard Neuman
Salomon Neuman
Maria Nezavdal
Gizi Gutman
Filip Kohn
Hau Kohn
Lila Haber
Lola Haber Silbiger
Josef Habera
Luis Haha
Lezer Epstein
Max Moskowitz
Alex Mozes
Anna Mroczkowska
Krystyna Mroczkowska
Chaim Weisz
Ewa Weisz
Mario Weisz
Osjas Weiszlisch
Izabella Erdei
Susa Erenfest
Frida Nachmias
Judyth Kokier
Peter Gutesman
Moses Waksman
Wolf Wacksman
Chaim Wachspress
Dora Rozenblum
Rudolf Erman
Julies Espier
Cecylie Nadler
Nathan Nadler
Alice Gruenbaum
Lili Gruenbaum
Ignac-Imacher Kneppe
Johan Knopp
Albert Koblenz
Wilhelm Rosenbein
Henryk Molochowski
Ida Ende
Etienny Engel
Francaisse? Mosse
Bertold Epstein
Wiktor Grosman
Simon Grosn
Robert Grumbach
Bernard Kleinman
Charles Kleefliiger
Ernst Weis
Gulto Weiss
Lenca Rothman
Desider Rotstein
Arnin Eichenbaum
Heinrich Eichner
Genia Eidelman
France Eilner
Julia Eisseman
Elias Klewenkoper
Artur Klink
Paul Kilotz
Elisabeth Klocken
Benjamin Klosten
Estel Rotstein
Juda Eisen
Jacques Eisenberg
Judith Eisenberg
Guc Eisenstein
Francois Eisner
Emilia Mizracka
Oskar Gruen
Walter Milch
Michel Grof
Hanka Gross
Jakub Gross
Berta Weinheber
Dorita Weinman
Henri Klein
Judyth Klein
Elisabeth Roos
Heymond Ross
Jacob Roth
Leo Mueller
Margot Gross
Izrael Grossman
Meir Klein
Aleksander Rotenberg
Klara Ehbrecht
Berthold Muelrad
Paul Greislsamer
Hugenunitte Dreyffus
Elie Becey
Greta Rodenburg
Filip Roeg
Ivonne Mesileman
Eugen Metter
Lindka Michel
Irena Weinberger
Mor Weinberger
Samuel Weiner
Robert Groechtlicht
Pierre Gremilett
Pierre Grenillette
Rudolf Gruenfeld
Artur Ducarine
Jean Duer
Jean Duffenille
Paul Dumcaut
Rudolf Bcek
Georg Koenig
Milos Koenig
Maria Kaerbel
Maurycy Kaerbel
Rozalia Kaerbel
Ilse Zilbersmith
Gilbert Well
Auguste Coux
Paullette Dotenberg
Viejra Riker
Rozalia Riram
Andre Menjell
Martine Meer
Moritz Van Meer
Maria Kessler
Henny Kiek
Janina Brock
Samuel Bronner
Iweta Weinberg
Alek Weinberger
Rose Mechinine
Friderika Brekman
Salomon Zilber
Maurycy Weitzenblum
Zudek Golhof
Berthold Gottesman
Lowy Gottesman
Mendel Gotesman
Samuel Gottesman
Jean Gottfried
Louise Basch
Roger Dinte
Jeques Dister
Jacob Distenfeld
Michael Remy
Maria Ressel
Rosa Melebrung
Rosina Meller
Gina Goldstein
Emilie Debellemanierie
Dawid Dekker
Debora Delden
Juliette Bandin
Albin Kars
Pier Karsenti
Demin Martin
Szajndla Mass
Susanne Masalte
Julius Braudon
Irene Braun
Pola Zukrojczyk
Eliezar Katcz
Joanna Kaufman
Rudolf Kaufman
Tak Kaufman
Mari Goldstein
Charles Goldstein
Charles Denutrey
Maurice Difur
Charles Barbier
Zoltan Goldner
Lilly Goldor
Maks Ziegler
Oskar Ziegler
Ajce Ziemlich
Simon Zinkelman
Huguette Zirlils
Heim Marcaute
Saltienul Margisso
Andree Marhademan
Marcel Marion
Fajwel Bajkib
Elazbieta? Rakower
Flora Rameir
Bernard Rapaport
Henryk Zoltan
Edgar Markovici
Samuel Markowicz
Mariette Marx
Wolf Markus
Roger Marschal
Betty Kardes
Elisabeth Kardos
Vilma Kardos
Miksa Unga
Rudolf Unger
Rudolfina Unger
Jean Goldszmidt
Lucien Mangel
Lewy Czendreifeld
Sara Turksman
Cecilie Reiergovic
Raimond Rein
Flora Reiner
Anny Reiphwet
Elli Dahan
Mrgarette Van Damm
Aron Kaper
Ire Goldmann
Salomon Thyn
Ferdynand Tyroler
Anna Braff
Elsa Breitbart
Chaim Kalman
Charm Zegen
Maks Goldberg
Fanny Tragasz
Netti Trajtel
Debora Goldblum
Jacob Kaminer
Marcel Kamoun
Jean Kahn
Hedwig Trutzer
Edward Tsker
 Tschechanowitsch
Henryk Bader
Salomûn Mandel
Izrael Mandelbaum
Jadwiga Mandelbaum
Etienne Ragaih
Ester Bhor
Elka Auerbach
Klara Aussen
Bruno Toschler
Henri Gobert
Luis Boas
Jakub Bocharier
Andra Bodenheimer
Maurycy Bodner
Dill Makree
Francois Malamet
Robert Malzak
Joanna Cyskan
Dawid Gluck
Stefani Macher
Lucien Magnam
Paulina Zeiler
Max Kagan
Charles Teveleff
Sabina Tiegerman
Marcel Thiel
Marian Thiel
Adrian Thirion
Elzbieta Tuerk
Leon Tierschman
Paul Aronowitz
Gezel Cwern
Gezel Cwetu
Hartog Blits
Samuel Blick
Sigismund Bloch
Dora Block
Madeleine Block
Johan Blomendal
Gizella Blum
Palko Blum
Ermaut Blumberg
Jules Gluksman
Aleksandre Meier
Feribe Mayer
Lew Mayer
Ludwig Majer
Marcel Meier
Stella Mayers
Rosa Rabinowicz
Alfred Rachlitz
Malwina Rachlitz
Isack Aandagt
Albert Abel
Mesul Abosaglo
Mariane Beckman
Renee Belelis
Michael Ben
Wittoris Benbossa
Arnost Beer
Josef Ber
Hugo Jacobar
Dora Jacobs
Elisabeth Jakobs
Karl Gabos
Sanor Geiner
Moritz Berger
Elli Orloff
Selma Obsenstein
Berta Lewi
Stefan Lewi
Emilia Lewin
Abram Schneiberg
Elfyrde Snejders
Ivette Wiell
Josef Brummer
Adree? Gancy
Joel Kohn
Harry Turner
Helena Kohn
Hendel Kohn
Wladyslaw Thieberg
Srul Posner
Bajla Gronner
Mina Kohn
Lea Halberstamm
Esta Bergen
Sala Brandsklecz
Salomon Better
Egon Izaak Richter
Rachela Bediner
Salomon Krygier
Feiwel Blumenfrucht
Morris Zaidband
Bernhard Liebster
Eugenia Witementr
Heinz Witkowski
Jacob Platvoch
Joanna Apel
Francois Eisner
Julia Eisseman
Wilhelm Rosenbein
Izrael Rosenfeld
Jean Palatschi
Helena Appel
Ester Arbider
Margaret Arend
Maks Holender
Auguste Holler
Justus Philips
Erness Pick
Pierro Piec
Jules Pierrot
Franciszka Pietrudzka
Ivette Wiell
Paul Aronowitz
Elka Auerbach
Mira Honel
Robert Honel
Samuel Hornung
Gusta Pilzer
Ester Rosentreter
Leon Rosenwasser
Rozalia Rosner
Heymond Ross
Herman Wiesel
Pierre Wildensztajn
Heinrich Eichner
Genia Eidelman
France Eilner
Juda Eisen
Jacques Eisenberg
Judith Eisenberg
Guc Eisenstein
Josef Alwarez
Joseph Amsellen
Renee Andlaner
Sadix Hochsztajn
Edmund Hoeden
Albert Peresne
Debora Goldblum
Heutel Weltman
Albert Wenger
Elisabeth Roos
Alfred Ostrowski
Salomon Tas
Banhe Tauber
Daute Tedesci
Jack Teebaum
Adolf Wess
Jacok West
Gilbert Perlier
Sara Petri
Flora Pfeffer
Gerd Pfefferkorn
Jim Antcar
Maks Goldberg
Ernst Weis
Guito Weiss
Albert Tadlewski
Elka Alter
Fajga Altman
Bertold Hirszfeld
Jetka Hirszfeld
Elli Orloff
Emilia Mizracka
Henny Kiek
Paul Kilotz
Chaim Weisz
Ewa Weisz
Marto Weisz
Osjas Weiszlisch
Maurycy Weitzenblum
Greta Rodenburg
Filip Roeg
Marcel Tancer
Isydor Tannenbaum
Adela Tarkas
Maxim Oncrat
Jeaques Oppenheimer
Renta Orbach
Iweta Weinberg
Alek Weinberger
Irena Weinberger
Mor Weinberger
Samuel Weiner
Berta Weinheber
Dorita Weinman
Andree Lewy
Andrew Lewy
Gaston Lewy
Huguette Lewy
Jakobs Lewy
Maryot Lewy
Paul Lewy
Reimond Lewy
Rene Lewy
Reymond Lewy
Viejra Riker
Rozalia Riram
Maria Kessler
Klara Ehbrecht
Arnin Eichenbaum
Simon Fedida
Maks Feigl
Leo Hirsz
Hans Noach
Rosecke Noach
Lion Wegenaer
Gilbert Weil
Henryk Zoltan
Heinrich Singer
Hermine Sinko
Ester Alalon
Jacques Alcalai
Jacques Alcaral
Natan Aleksandrowicz
Rolf Algranate
Margot Gross
Alfons Fart
Rudolf Federer
Lucien Mangel
Robert Malzak
Salomon Mandel
Jetty Hochmann
Antonina Goldwasser
Ruchel Furchtgott
Ida Braff
Moses Hirsch Grünbaum
Joachim Grünbaum
Emanuel Steuer
Herman Tobias
Leib Tobias
Berta Rapaport
Markus Weber
Henriette Aleksander Geboren Purisch
Leo Lewin
Peter Lewinger
Fried Lewinson
Paul Lewit
Walter Milch
Jamin Oliel
Samuel Beller
Franciszek Stanek
Bella 
 Samuel
Georg Kitman
M Valigura
Izak Schnitzer
Wolf Loria
Rozalia Schnitzer
Ella Schnitzer
Mina Barber
Rozalia Kuppermann
Mordehe Nussbaum
Ryfka Kuppermann
Isak Kuppermann
Judr Jindřich Bachner
 Fertig
Chana Heitner
Ulrich Heitner
Karoline Lebron
Lea Neumann
Berta Grünbaum
Jakub Samuel
Abraham Landau
Ruchel Leie Leibel
Rachela Lea Kestlinger
Lazar Kalman Wulkan
Helena Weisbart
Jakub Samuel
Ruchla Windholz
Chaja Ortner
Izak Schönker
Berta Grünbaum
Ada Wulkan
Sara Sternberg
Fani Kaufman
Izrael Löbl Wulkan
Chane Hagler
Frymeta Sachs
Róża Landwirth
Ida Ferber
Sidonia Wulkan
Estera Horowitz
Frimet Franciska Knobel
Pinkus Klinger
Reisel Majerczyk
Bernhard Rosenzweig
Nachman Windholz
Wiktor Grosman
Simon Grosn
Hanka Gross
Jakub Gross
Paul Dumcaut
Yette Silberstein
Jakub Silfen
Louis Simons
Michel Remy
Maria Ressel
Izrael Mandelbaum
Jadwiga Mandelbaum
Alberta Hibrand
Jean Hirsinger
Georg Hirsz
Hugo Hirsz
Robert Frank
Ignac Franke
Ernestine Freid
Jacob Freidiner
Anne Freimivitz
Raymond Freimowitz
Samuel Freimowitz
Benjamin Freisse
Lila Haber
Lola Haber
Jozef Habera
Abraham Hacker
Elisabeth Haeger
Luis Haha
Hugo Falkenstein
Andre Fandrey
Louis Faner
Oscar Fantel
Sanor Geiner
Gizela Gelb
Soldan Katz
Joanna Kaufman
Rudolf Kaufman
Tak Kaufman
Robert Groechtlicht
Michel Grof
Huguette Zirliis
Salomon Neuman
Maria Nezavdal
Max Niederman
Stella Niego
Jacques Senator
Josef Sender
Sabina Senderman
Jean Sertelet
March Garnsztein
Eduard Gehler
Berta Lewi
Stefan Lewi
Emilia Lewin
Frania Szafir
Pierre Grenillette
Regine Grinberg
Aice Ziemlich
Lise Zilbersmith
Simon Zinkelman
Tadeusz Neuberger
Ewa Neuman
Gbryel Neuman
Karl Neuman
Richard Neuman
Marcel Odille
Selma Ohsenstein
Dill Makree
Francois Malamet
Flora Reiner
Anny Reiphwet
Herbert Reisner
Lidja Herszko
Margit Heszke
Otto Frank
Paul Herszberg
Samuel Swaab
De Sientze Swart
Heinrich Wallig
Salomon Natalon
Frida Natan
Marie Nathan
Herbert Forzenger
Robert Frachtenberg
Ludwig Majer
Eliezar Katcz
Basza Katz
Hugenunitte Dreyffus
Artur Ducarine
Jean Duer
Jean Duffenille
Reuce Gutman
Gizi Guttman
Lidka Michel
Dawid Gluck
Jules Glucksman
Henri Gobert
Lonis Gobes
Paul Greislsamer
Pierre Gremilett
Ivonne Mesileman
Eugen Metter
Stefani Macher
Lucien Magnam
Emil Seiger
Motek Seinferber
Berth Selcz
Louse Leshof
Wiliam Letomen
Huguette Levy
Richard Lewcce
Friedrich Lewenbach
Maks Ziegler
Oskar Ziegler
John Krausch
Ede Kreiner
Izabella Kreiner
Peter Gutesman
Ernst Lustig
Berla Luxemburg
Paullette Dotenberg
Josef Brummer
Jozef Brylant
Aleksander Lenorowitz
Jean Leqoq
Ignacy Lerner
Paulina Zeiler
Marie Stoppelman
Lea Stuiwer
Cecilie Reiergovic
Raimond Rein
Charm Zegen
Jean Stawkowski
Anna Stazale
Betty Kardes
Elisabeth Kardos
Vilma Kardos
Albin Kars
Pier Karsenti
Karol Adler
Mano Adler
Rosa Afman
Cregor Afrine
Zygmunt Schoengut
Rita Schorr
Charles Sechaun
Karol Hercman
Martin Hercz
Julino Fleischman
Jozef Flesch
Jacques Fliegelman
Rosina Meller
Andre Menjell
Ernst Schmelzer
Abram Schneiberg
Moses Schneider
Rosetti Schnichler
Estera Schnur
Frida Nachmias
Cecylie Nadler
Nathan Nadler
Roland Flacsu
Zofia Flaks
Julies Espier
Louis Patchaut
Louis Pathand
Simon Gubies
Rajmund Guihes
Greta Lopeskarder
Edmund Lowy
Jacques Lubetzki
Joseph Leibowitz
Rosa Leinter
Erica Lemberger
Henry Bronkhost
Samuel Bronner
Janina Brock
Siegfried Heller
Moritz Helman
Genia Fuchs
Bertold Fuerth
Aron Kaper
Berthold Gottesman
Lowy Gottesman
Samuel Gottesman
Jean Gottfried
Rosa Melebrung
Betty Spinza
Frida Spira
Baran Spitz
Maurice Difur
Roger Dinte
Jeques Disier
Jacob Distenfeld
Golda Ziegman
Mendel Gotesman
Jozef Speiser
Macha Speter
Jaques Schenk
Kalman Schlesinger
Robert Schlesinger
Irene Schlessinger
Otto Schliesser
Dawis Schluch
Anna Mroczkowska
Krystyna Mroczkowska
Johann Mueller
Leo Mueller
Lucy Mueller
Berthold Muelrad
Herbert Glaser
Andor Glatz
Franz Lederer
Rene Lob
Rachela Armer
Stanislawa Szlak
Bernard Adler
Anne Firminashi
Georg Fischer
Josef Fischer
Maks Fischer
Maria Fischman
Otto Fiseger
Robert Lavinge
Samuel Leber
Matrton Lebowicz
V Schaik
Cipera Schapira
Ida Scharf
Herman Scharfeld
Izrael Scheer
Lewy Berle
Isack Aandagt
Albert Abel
Mesul Abosaglo
Edica About
Samuel Abramow
Rubin Grubner
Josek Haberman
Pinkus Haupszein
Abram Hollaender
Samuel Hupert
Feribe Mayer
Lew Mayer
Stella Mayers
Rose Mechinine
Martine Meer
Aleksandre Meier
Marcel Meier
Elsa Breitbart
Friderika Brekman
Natan Koral
Ivone Heimann
Anree Heincman
Albina Hejm
Ignac Helfer
Jontof Heller
Paul Heller
Peter Heller
Henia Frydman
Irene Braun
Jules Braunschwieg
Rebecca De Calo
Eddy De Vind
Sonia De Winter
Jakob De Wries
Filips De Yong
Henry De Yong
Emilie Debellemanierie
Dawid Dekker
Debora Delden
Charles Denutrey
Wolf Markus
Roger Marschal
Demin Martin
Mariette Marx
Susanne Masalte
Szajndla Mass
Zudek Golhof
Jakub Solonicki
Max Moskowitz
Francaisse Mosse
Alex Mozes
Henri Bertapelle
Abraham Bessener
Rose Besserman
Henri Bevenisto
Ester Bhor
Lea Biegergal
Izyd Fejngold
Paul Feld
Laura Birberstein
Moric Fertig
Dawid Frank
Ginete Burstine
Rennee Ayache
Henryk Bader
Izak Bisch
Kitty Buschel
Dawid Caballero
Dilvo Cagnolati
Fajwel Bajkib
Gusta Blauner
Fernard Carnau
Eugene Carnier
Andres Cats
Dawid Cawalero
Albert Cemhii
Samuel Goldman
Leokadia Bachner
Rena Brawa
Herman Bader
Dora Dienstag
Hirsch Kornreich
Ruchla Złoczewska
Dora Feldman
Maurycy Stern
Feigla Fiebach
Dawid Fischer
Mina Charap
Chaja Sara Glanzberg
Ferdinand Stern
Maks Charap
Samuel Huppert
Frimet Lerner
Laura Stiel
Breindel Bochner
Marie Liebermann
Chaja Goldberger
Anna Friedner
Amalia Furchgott
Leontine Rose
Mala Borgenicht
Ryfka Taufer
Ruchel Ester Bochner
Amalia Furchtgott
Berta Liebermann
Moses Josef Goldberg
Fani Gastfreund
Abraham Goldberg
Ada Herlinger
Sara Engel
Ruchel Furchgott
Jochenen Blumenfrucht
Gue Berkowicz
Ludwik Berkowitz
Marton Berkowitz
Reymund Landy
Henri Lange
Wiktor Langer
Armil Langferder
Rosa Finder
Lili Gruenbaum
Rudolf Gruenfeld
Etel Gruenwald
Robert Grumbach
Josef Lieblich
Samuel Lieblich
Sally Liemma
Henri Limousin
Marius Salwadoli
Demostenes Samson
Anna Zaikudowa
Maurice Paranihoff
Elzbieta Rakower
Flora Rameir
Bernard Rapaport
Aleksander Rotenberg
Lajos Smuk
Elfryde Snejders
Georg Sniders
Germine Sochef
Julius Braudon
Andree Marhademan
Marcel Marion
Edgar Markovici
Samuel Markowicz
Salomon Zylber
Jacob Kaminer
Marcel Kamoun
Lezer Epstein
Izabella Erdei
Susa Erenfest
Jacques Last
Michael Sarfatti
Elisabetha Ehrenreich
Strik Szechter
Juda Wurmus
Gerard Sluizer
Zofia Zucker
Fridrich Zuckerman
Pola Zukrojczky
Rozlia Zwesngenberg
Chaim Kalman
Natan Gewurzman
Salomea Gichner
Roza Friedmann
Agnes Hecht
Michael Hecht
Izak Posner
Cyna Barber
Etienny Engel
Bertold Epstein
Charles Goldstein
Gina Goldstein
Mari Goldstein
Jean Goldszmidt
Sara Wachs
Sabina Gertelberg
Izrael Grossman
Oskar Gruen
Alice Gruenbaum
Jackues Nyburg
Calka Kejsman
Maier Klugier
Paul Sajs
Anna Salamanczyk
Regina Friedner
Leon Frisch
Fanny Handstock
Israel Olewski
Rafal Olewski
Magda Hans
Peter Hansenberg
Mitze Harpmann
Jakob Topolski
Simone Hass
Elli Dahan
Merkur Landau
Hermina Feuereisen
Ferdynant Bernhardt
Elisabeth Bernheim
Leon Bernheim
Henryk Molochowski
Rubin Grubner
Pinkus Hauptschein
Ida Ende
Heim Marcaute
Saltienul Margisso
Moses Kluger
Tauba Gelibte
Natan Koraly
Grosssilber Lewy
Simon Limberger
Manfred Gerson
Edward Gerst
Moritz Rif
Daniel Ringer
Georg Freun
Samuel Huppert
Maus Luener
Anna Braff
Henriette Feldman
Frania Raczkowska
Dora Ringer
Wilhelm Friedler
Wilhelm Friedler
Erno Friedman
Izak Katz
Mozes Landau
Aron Lauber
Alfred Silbiger
Lazar Friedman
Adel Felsenberg
Maria Kaerbel
Maurycy Kaerbel
Rozalia Kaerbel
Mira Kaff
Verra Kaff
Max Kagan
Abraham Kahan
Jozef Rosenberg
Jean Kahn
Wictor Koster
Margit Kotas
Netti Silbiger
Ire Goldmann
Zoltan Goldner
Lilly Goldor
Hirsz Horn
Izak Schwarzbaum
Dawid Bornfreund
Renee Belelis
Michael Ben
Max Bader
Gezel Cwern
Gezel Cwetu
Wittoris Benbossa
Moryc Grodnicki
Abraham Grubner
Aria Klapholz
Abraham Majer
Abraham Weber
Gottlieb Weber
Eljasz Ziner
Moritz Berger
Hela Szechtersbrik
Bernard Bader
Cyna Barber
Adolf Borensztajn
Maurice Berloff
Joanna Cyskan
Sabina Berger
Stefania Berger
Tibor Berger
Escia Bergman
Sala Brandsklecz
Lewy Czendreifeld
Esta Bergen
Paul Cerf
Pierre Ceussot
Juliette Bandin
Samuel Blick
Edzia Feiler
Hartog Blits
Andej Blitz
Sigismund Bloch
Dora Block
Madeleine Block
Johan Blomendal
Gizella Blum
Charles Barbier
Palko Blum
Guta Gottfried
Ermaut Blumberg
Louis Charton
Quy Charton
Louise Basch
Luis Boas
Jakub Bocharier
Andra Bodenheimer
Maurycy Bodner
Dora Kohn
Ester Cohen
Franz Cohen
Jeanne Coismar
Manria Commermann
Barend Comparts
Rene Conbran
Hugon Cordier
Charles Coroscau
Auguste Coux
Elie Becey
Rifka Leiser
Rudolf Beck
Mariane Beckman
Arnost Beer
Mania Licht
Josef Beer
George Rouff
Lel Kulesza
Dora Rozenblum
Bella Kurmann
Izrael Kurt
Emanuel Van Loger
Moritz Van Meer
Pierre Laclerc
Dina Lahana
Hartog Lahmaker
Herschek Lamm
Rubin Lamm
Marianna Lampi
Josef Rozenwasser
Fabiasz Rubin
Hanna Rubin
Michael Rubin
Jacques Ruff
Sara Ruiper
Bepi Ruppert
Robert Russel
Jakub Rudowski
Simone Rzepka
Josef Justitz
Albett Kabassof
Etienne Ragaih
Fryda Lubinska
Fela Kopman
Lajos Korach
Roza Markus
Sara Turksman
Mendel Pecenbaum
Ferdynand Tyroler
Miksa Unga
Paul Kosinger
Rudolf Unger
Rudolfina Unger
Benjamin Schmelz
Maks Scher
Klara Vab
Margarette Van Damm
Emil Van Frank
Edward Van Galder
Johanna Van Gelderen
Emanuel Van Loger
Moritz Van Meer
Bea Veisenbeck
Eger Vorthalter
Samuel Vos
Slendze Vuisge
Dawid Vujaje
Moses Wachsman
Wolf Wachsman
Chaim Wachspress
Emil Wachter
Jacob Roth
Lenca Rothman
Desider Rotstein
Estel Rotstein
Dora Kreppel
Lea Kreppel
Georg Koenig
Milos Koenig
Filip Kohn
Hau Kohn
Bruno Toschler
Fanny Tragasz
Renna Jaquelina
Judyth Kokier
Hedwig Trutzer
Chaim Wolnerman
Pierre Worma
Moritz Wrachdoender
Ruchla Wuhrman
Klara Aussen
Alfred Josef
Amalia Juker
Rosa Rabinowitz
Alfred Rachlitz
Malwina Rachlitz
Rarent Konyn
Jozef Koopman
Jan Kopel
 Tschechanowitsch
Edward Tsker
Eizbieta Tuerk
Tobias Tenenbaum
Jeane Israel
Sara Izaaks
Rafael Izrael
Emanuel Wittsztein
Hugo Jacobar
Dora Jacobs
Elisabeth Jakobs
Artur Klink
Elisabeth Klocken
Benjamin Klosten
Ignac-Lmacher Kneppe
Isaac Ter-Bloch
Charles Teveleff
Samuel Than
Marcel Thiel
Marian Thiel
Adrian Thirion
Salomon Thyn
Sabina Tiegerman
Josef Wolf
Albert Koblenz
Leon Tiershman
Nana Janders
Charles Kleefliiger
Henri Klein
Judyth Klein
Meir Klein
Natan Hotler
Otto Winter
Natalia Teichtal
Regina Pinkus
Bernard Kleinman
Elias Klewenkoper
Leba Ickowicz
Adalbart Wirknert
Ernestyna Braff
Toni Taube Silbermann
Gusta Bronner
Süssla Sternberg
Mayer Goldberg
Jacheta Gruner
Pinkus Klinger
Jacheta Engländer
Karolina Thaler
Benjamin Jerud
